,AGE1,AGE2,AGE3,AGE1*AGE1,AGE1*AGE2,AGE1*AGE3,AGE2*AGE2,AGE2*AGE3,AGE3*AGE3,KNO6
0,0.345435135068649,0.1843546076969813,-0.15031032432203428,0.19339865466803033,0.2389787091594229,0.059405815884279234,0.1779991350986773,-0.24243489462852064,-0.14135329369100944,0.9999999999999998
