,TASK1,TASK2,TASK3,TASK4,TASK5,TASK6,TASK1*TASK1,TASK1*TASK2,TASK1*TASK3,TASK1*TASK4,TASK1*TASK5,TASK1*TASK6,TASK2*TASK2,TASK2*TASK3,TASK2*TASK4,TASK2*TASK5,TASK2*TASK6,TASK3*TASK3,TASK3*TASK4,TASK3*TASK5,TASK3*TASK6,TASK4*TASK4,TASK4*TASK5,TASK4*TASK6,TASK5*TASK5,TASK5*TASK6,TASK6*TASK6,TASKG
0,0.36102963252803105,0.5591128724297432,0.06314976416056148,0.24799916016597842,0.5616833490937783,-0.1305823903516959,0.37113303111721063,0.5493427513429845,0.1974558106762406,0.40316541345283,0.3413737196531727,0.29138575870717937,0.603092802180477,0.33750173992381577,0.4571740509879232,0.5917868451038031,0.3103109316132366,0.155070010024415,0.19898552700960226,0.47662693399520867,-0.44861772327363547,0.2387562833339092,0.49717746834340004,-0.18776361759072396,0.5499623148376319,0.1001264396755819,0.01552195860980374,1.0
