,TA1,TA2,TA3,TA6,TA7,TA1*TA1,TA1*TA2,TA1*TA3,TA1*TA6,TA1*TA7,TA2*TA2,TA2*TA3,TA2*TA6,TA2*TA7,TA3*TA3,TA3*TA6,TA3*TA7,TA6*TA6,TA6*TA7,TA7*TA7,TA5
0,0.026672001600533526,0.25983731852596814,-0.2671036121482476,-0.15114009721909272,-0.17093785925085292,0.012352034574677786,0.1292512234303792,-0.24535585803027843,-0.11495592842329483,-0.1575579411404602,0.2548696082541326,-0.07592663881959913,-0.07452085793104246,0.01452712112134697,-0.26361605724171466,-0.18138478983301837,-0.26491678447518197,-0.12559122883022933,-0.022961219677276372,-0.148200098277078,1.0
