,TIE1,TIE2,TIE3,TIE4,TIE1*TIE1,TIE1*TIE2,TIE1*TIE3,TIE1*TIE4,TIE2*TIE2,TIE2*TIE3,TIE2*TIE4,TIE3*TIE3,TIE3*TIE4,TIE4*TIE4,PEERC
0,0.06725970847653133,0.34670870349911176,0.14644756267204054,0.34310902308562397,0.052832432173231136,0.23795737526745195,0.023825064718698954,-0.018849666023528878,0.31669201524455676,0.33000707725900236,0.39178435797113625,0.06960836270017477,0.1923486392871707,0.3752425633133154,1.0
