,GEN1,GEN2,GEN3,GEN1*GEN1,GEN1*GEN2,GEN1*GEN3,GEN2*GEN2,GEN2*GEN3,GEN3*GEN3,TA4
0,-0.2422406975624773,-0.28331138340496037,0.058201872879821676,-0.2422406975624773,-0.25569883717449804,-0.06355762197250353,-0.2579222625288878,-0.05737753105492465,0.07369918557249464,0.9999999999999999
