,GEN1,GEN2,GEN3,GEN1*GEN1,GEN1*GEN2,GEN1*GEN3,GEN2*GEN2,GEN2*GEN3,GEN3*GEN3,TA5
0,0.2721655269759087,-0.021552227151234893,0.07889118457580803,0.2721655269759087,0.03257023745309607,0.10913267925406231,-0.06922398589065254,-0.030553996717937258,-0.07097696945703941,1.0
