,PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER1*PEER1,PEER1*PEER2,PEER1*PEER3,PEER1*PEER4,PEER1*PEER5,PEER1*PEER6,PEER2*PEER2,PEER2*PEER3,PEER2*PEER4,PEER2*PEER5,PEER2*PEER6,PEER3*PEER3,PEER3*PEER4,PEER3*PEER5,PEER3*PEER6,PEER4*PEER4,PEER4*PEER5,PEER4*PEER6,PEER5*PEER5,PEER5*PEER6,PEER6*PEER6,TASKM
0,0.1767366960438798,-0.3006141255147808,0.08669104580816228,0.2473008655884678,0.022410536425019858,0.13864481137399348,0.17831252250095916,-0.21452908258025832,0.2406783437763091,0.3344888179551246,0.1469135165640192,-0.06121606520354074,-0.21957751641342005,-0.1567523513029044,-0.1609976565008727,-0.304919110120724,-0.31494103115876254,0.02147931598059481,0.13881728801802604,0.01556055110223694,0.09128709291752773,0.18162333158068675,0.21507934370271642,0.0804503086083106,-0.039366135484078434,-0.0384180624428912,0.2239946675952603,0.9999999999999999
