,RACE1,RACE2,RACE3,RACE1*RACE1,RACE1*RACE2,RACE1*RACE3,RACE2*RACE2,RACE2*RACE3,RACE3*RACE3,PEERW
0,0.15340520531688998,0.19081902244328827,0.390520206332858,0.2554828813783346,0.17654675195834718,0.333958888714385,0.22522449511903816,0.28041091451851813,0.3439515489665471,1.0
