,TIE1,TIE2,TIE3,TIE4,TIE1*TIE1,TIE1*TIE2,TIE1*TIE3,TIE1*TIE4,TIE2*TIE2,TIE2*TIE3,TIE2*TIE4,TIE3*TIE3,TIE3*TIE4,TIE4*TIE4,KNO6
0,-0.0115282148072259,0.1799506394445349,0.302123939911751,0.33234827811861767,-0.034076903510439446,0.22248179437779195,0.0972083682668414,-0.0064167376055485285,0.12214129133768413,0.33488878928414706,0.22183390608147313,0.3598433252838861,0.2861336622205436,0.28702435154397665,0.9999999999999998
