,AGE1,AGE2,AGE3,AGE1*AGE1,AGE1*AGE2,AGE1*AGE3,AGE2*AGE2,AGE2*AGE3,AGE3*AGE3,TASKG
0,0.24275582929521544,0.07758156728321354,0.03872257366005555,0.27951047236597415,0.25747445820329395,0.1508785433205553,-0.008659270308947996,0.0988524428925439,-0.03374961109070673,1.0
