,TIE1,TIE2,TIE3,TIE4,TIE1*TIE1,TIE1*TIE2,TIE1*TIE3,TIE1*TIE4,TIE2*TIE2,TIE2*TIE3,TIE2*TIE4,TIE3*TIE3,TIE3*TIE4,TIE4*TIE4,TA5
0,0.015993689069158712,0.32005910128139253,-0.1322927972057489,0.09926113191834601,0.054684674349338276,0.05114423687061857,-0.037488770541911624,0.008521833209415203,0.3063706336384373,0.01941571413008805,0.14607069156183103,-0.15610455016785174,-0.027508069405872724,0.07700997224043311,1.0
