,BFX1,BFX2,BFX3,BFX4,BFX5,BFX6,BFX7,BFX8,BFX9,BFX10,BFX11,BFX12,BFX13,BFX14,BFX15,BFX1*BFX1,BFX1*BFX2,BFX1*BFX3,BFX1*BFX4,BFX1*BFX5,BFX1*BFX6,BFX1*BFX7,BFX1*BFX8,BFX1*BFX9,BFX1*BFX10,BFX1*BFX11,BFX1*BFX12,BFX1*BFX13,BFX1*BFX14,BFX1*BFX15,BFX2*BFX2,BFX2*BFX3,BFX2*BFX4,BFX2*BFX5,BFX2*BFX6,BFX2*BFX7,BFX2*BFX8,BFX2*BFX9,BFX2*BFX10,BFX2*BFX11,BFX2*BFX12,BFX2*BFX13,BFX2*BFX14,BFX2*BFX15,BFX3*BFX3,BFX3*BFX4,BFX3*BFX5,BFX3*BFX6,BFX3*BFX7,BFX3*BFX8,BFX3*BFX9,BFX3*BFX10,BFX3*BFX11,BFX3*BFX12,BFX3*BFX13,BFX3*BFX14,BFX3*BFX15,BFX4*BFX4,BFX4*BFX5,BFX4*BFX6,BFX4*BFX7,BFX4*BFX8,BFX4*BFX9,BFX4*BFX10,BFX4*BFX11,BFX4*BFX12,BFX4*BFX13,BFX4*BFX14,BFX4*BFX15,BFX5*BFX5,BFX5*BFX6,BFX5*BFX7,BFX5*BFX8,BFX5*BFX9,BFX5*BFX10,BFX5*BFX11,BFX5*BFX12,BFX5*BFX13,BFX5*BFX14,BFX5*BFX15,BFX6*BFX6,BFX6*BFX7,BFX6*BFX8,BFX6*BFX9,BFX6*BFX10,BFX6*BFX11,BFX6*BFX12,BFX6*BFX13,BFX6*BFX14,BFX6*BFX15,BFX7*BFX7,BFX7*BFX8,BFX7*BFX9,BFX7*BFX10,BFX7*BFX11,BFX7*BFX12,BFX7*BFX13,BFX7*BFX14,BFX7*BFX15,BFX8*BFX8,BFX8*BFX9,BFX8*BFX10,BFX8*BFX11,BFX8*BFX12,BFX8*BFX13,BFX8*BFX14,BFX8*BFX15,BFX9*BFX9,BFX9*BFX10,BFX9*BFX11,BFX9*BFX12,BFX9*BFX13,BFX9*BFX14,BFX9*BFX15,BFX10*BFX10,BFX10*BFX11,BFX10*BFX12,BFX10*BFX13,BFX10*BFX14,BFX10*BFX15,BFX11*BFX11,BFX11*BFX12,BFX11*BFX13,BFX11*BFX14,BFX11*BFX15,BFX12*BFX12,BFX12*BFX13,BFX12*BFX14,BFX12*BFX15,BFX13*BFX13,BFX13*BFX14,BFX13*BFX15,BFX14*BFX14,BFX14*BFX15,BFX15*BFX15,PEERC
0,0.2531384949709243,-0.16631169930789585,0.1843271821167842,0.1806493196457193,0.3316383635673805,0.022859885128270054,0.4413951038147383,0.19355138067259062,-0.02833010282358365,0.38632891916379,0.023376827909976895,0.46535449911159177,0.004333812326321443,0.023376827909976923,0.1423048353992544,0.12624410664238905,-0.13404025204207098,0.05970422050621566,0.2270255762944748,0.14926131439542883,0.003988151466347281,0.43256151632054324,0.1340374018283804,0.1483914629851819,0.2989718804610717,0.07154797368354125,0.3566376910313576,0.25987726945541834,0.05332613537513688,0.08201268560980406,-0.15009193982917624,-0.07176864058932986,-0.08839036534769322,-0.14646798469408903,-0.2224229299566091,0.25382972678814103,-0.03983350685579587,-0.1359828338291156,0.12405060346440477,-0.16388051521220956,0.01122236130608965,-0.0791060035382433,-0.16086212965069085,-0.06318547180617673,0.1564400691595192,0.1685370468550931,0.19639637858901537,-0.04720135457011149,0.45741097539706077,0.35724828303316075,0.09333818455496791,0.3837076277899112,0.14536679775426423,0.3544719034956465,0.0398374663820219,-0.002341618587876623,0.022970122438521215,0.1839516244831,0.20413127766585218,0.07551867224832814,0.2341917413494159,0.026174684927071493,0.011904674335686118,0.2760526921863229,0.01774184235065207,0.3499764513641646,0.03279552374272745,0.04698851062641996,0.1896556450261961,0.12933545009077999,0.04880980712416153,0.59478429113316,0.24744896730354438,0.08245956075973121,0.35288556943995447,0.12784211177273658,0.3037325972357542,0.2193280408561481,0.12089415975382505,0.08895988527075195,-0.032391351624993896,0.21215850265025454,0.12293675880890774,0.07169835427278813,0.11359551902622947,0.019942746786513643,0.10941087872786943,-0.057346234436332806,-0.10549897911515659,-0.08581422875375695,0.352915338663786,0.30144077534354746,0.08459025613197094,0.2912635943748585,0.17501617238371722,0.6295362361086942,0.1892765028503183,0.3158652265947018,0.4481056556504707,0.2223544605745471,-0.009145013380621892,0.32257527779326245,0.19030026427500124,0.27800016338613,0.12154750130278033,0.10236144656179097,0.17386253884547706,-0.04999773258054892,0.12492308518930668,0.027301195701539313,0.31484296335753803,-0.16884156520724644,-0.2315248968285262,-0.02613967181036696,0.2993192090742725,0.1986156413911553,0.5258259864079324,0.2041194564513321,0.23619628018548336,0.2836566598904293,0.02443555735495975,0.17166375409765403,-0.0568945750778972,-0.1955059630228097,-0.04327760921471231,0.378179151050527,0.5130077586729627,0.3731374712954941,0.3659430898842603,-0.1287456555792972,-0.13530023983197265,0.01823154956044471,-0.06377555071970421,0.03064811451433807,0.059906347152453084,1.0
