,TA1,TA2,TA3,TA6,TA7,TA1*TA1,TA1*TA2,TA1*TA3,TA1*TA6,TA1*TA7,TA2*TA2,TA2*TA3,TA2*TA6,TA2*TA7,TA3*TA3,TA3*TA6,TA3*TA7,TA6*TA6,TA6*TA7,TA7*TA7,PEERC
0,0.05981589457336178,-3.2410953993566025e-17,-0.062330489954034896,0.3962201347591418,0.31724439976984964,0.06754553322126358,-0.1035336896002984,-0.0576169842308786,0.37380455434545257,0.1680697603939985,-0.00666535575866019,0.12625586369436992,0.22183527680078247,0.408207089819785,-0.21672715854884497,0.3299755007770934,-0.022850574356254663,0.2956589671731014,0.47402621516060217,0.26622909744769085,1.0
