,AGE1,AGE2,AGE3,AGE1*AGE1,AGE1*AGE2,AGE1*AGE3,AGE2*AGE2,AGE2*AGE3,AGE3*AGE3,PEERW
0,-0.08471928989889224,0.1894960042153801,-0.11079708549060886,-0.09666935463820778,-0.050966183439479396,-0.18655380114302783,0.1659327356619499,0.12319469506343053,-0.13338301123744054,1.0
