,KNO1,KNO2,KNO3,KNO4,KNO5,KNO1*KNO1,KNO1*KNO2,KNO1*KNO3,KNO1*KNO4,KNO1*KNO5,KNO2*KNO2,KNO2*KNO3,KNO2*KNO4,KNO2*KNO5,KNO3*KNO3,KNO3*KNO4,KNO3*KNO5,KNO4*KNO4,KNO4*KNO5,KNO5*KNO5,TASKG
0,0.2566248497278136,-0.07930515857181443,0.15524326764908206,-0.01667769689068459,0.21959697721490964,0.2566248497278136,-0.07930515857181443,0.2817439883717896,0.055328644580385396,0.3834148181326275,-0.07930515857181443,-0.0793051585718145,,-0.07930515857181443,0.22939234327566163,-0.053505800481383405,0.04328204708364309,0.015371716500284571,0.1593914439681372,0.2738823661972117,1.0
