,TIE1,TIE2,TIE3,TIE4,TIE1*TIE1,TIE1*TIE2,TIE1*TIE3,TIE1*TIE4,TIE2*TIE2,TIE2*TIE3,TIE2*TIE4,TIE3*TIE3,TIE3*TIE4,TIE4*TIE4,TASKM
0,0.0175202085618041,-0.07369450259515195,0.06210835647861013,0.00350758458291448,-0.006196971660197957,-0.2941349483144651,0.086489360417354,-0.024504901470490177,-0.10680950336408218,-0.16623284768099694,0.0027747819453917137,0.06510609316048387,-0.009922032522667908,-0.006602102444180667,0.9999999999999999
