,PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER1*PEER1,PEER1*PEER2,PEER1*PEER3,PEER1*PEER4,PEER1*PEER5,PEER1*PEER6,PEER2*PEER2,PEER2*PEER3,PEER2*PEER4,PEER2*PEER5,PEER2*PEER6,PEER3*PEER3,PEER3*PEER4,PEER3*PEER5,PEER3*PEER6,PEER4*PEER4,PEER4*PEER5,PEER4*PEER6,PEER5*PEER5,PEER5*PEER6,PEER6*PEER6,KNO6
0,0.2539688163445102,0.09183695871285817,-0.04976649668226369,0.30542812413545445,0.39603616805447284,-0.050146866921629014,0.24018525049039038,0.44700390233658904,-0.10772517729077628,0.2056405928975895,0.3609265786879416,0.19344498386151074,0.04988033583545566,-0.02411118927875062,0.16850761157327873,0.17616761554116678,0.05362278386595042,-0.0866925843624158,0.24052325782516473,0.14699947522034182,-0.18019943299785976,0.19247178729175446,0.2783768586234924,0.1050180439124609,0.4127617155336155,0.0854667718293847,-0.08731776757159318,0.9999999999999998
