,KNO1,KNO2,KNO3,KNO4,KNO5,KNO1*KNO1,KNO1*KNO2,KNO1*KNO3,KNO1*KNO4,KNO1*KNO5,KNO2*KNO2,KNO2*KNO3,KNO2*KNO4,KNO2*KNO5,KNO3*KNO3,KNO3*KNO4,KNO3*KNO5,KNO4*KNO4,KNO4*KNO5,KNO5*KNO5,TASKM
0,0.23273733406281572,0.04564354645876381,0.051406395026926656,-0.0034904492357640767,-0.06205855833611185,0.23273733406281572,0.04564354645876381,0.17667726150497123,0.07912758063208127,0.02129289294971128,0.04564354645876381,0.04564354645876387,,0.04564354645876381,0.143723644449367,-0.21116503396532338,-0.02166146853791817,-0.031899356798321093,-0.07106518763212837,-0.09325109514827545,0.9999999999999999
