,EDU4,EDU1,EDU2,EDU3,EDU4*EDU4,EDU4*EDU1,EDU4*EDU2,EDU4*EDU3,EDU1*EDU1,EDU1*EDU2,EDU1*EDU3,EDU2*EDU2,EDU2*EDU3,EDU3*EDU3,TASKM
0,0.08964214570007954,0.09616035977364137,0.24729992640337373,0.43187095767691835,0.09359301528240506,0.005598173054423931,0.11744307056270545,0.22275030940720597,0.008320084556294079,0.0640631568721622,0.18834424371217212,0.23568149047408715,0.37587715052526877,0.39822169996703954,0.9999999999999999
