,TASK1,TASK2,TASK3,TASK4,TASK5,TASK6,TASK1*TASK1,TASK1*TASK2,TASK1*TASK3,TASK1*TASK4,TASK1*TASK5,TASK1*TASK6,TASK2*TASK2,TASK2*TASK3,TASK2*TASK4,TASK2*TASK5,TASK2*TASK6,TASK3*TASK3,TASK3*TASK4,TASK3*TASK5,TASK3*TASK6,TASK4*TASK4,TASK4*TASK5,TASK4*TASK6,TASK5*TASK5,TASK5*TASK6,TASK6*TASK6,PEERC
0,0.016040773999921012,0.14974047102844107,0.3158721869908363,0.07656137656816732,0.15612499343429032,-0.10203459644347398,-0.004584573141495101,0.03538230478904444,0.11824594246010066,-0.22106717595055103,-0.016213480402576624,-0.2118183529953729,0.1410870099194527,0.27827500467854205,-0.027836837558578544,0.1167695615849131,-0.1509647218917591,0.3282889856654173,0.21073651166491048,0.28942581714682997,0.23654114893175937,0.10419983461067371,0.021921539907991824,-0.014992239425246858,0.22230694608904758,-0.18770961437512762,-0.1556670259819073,1.0
