,KNO1,KNO2,KNO3,KNO4,KNO5,KNO1*KNO1,KNO1*KNO2,KNO1*KNO3,KNO1*KNO4,KNO1*KNO5,KNO2*KNO2,KNO2*KNO3,KNO2*KNO4,KNO2*KNO5,KNO3*KNO3,KNO3*KNO4,KNO3*KNO5,KNO4*KNO4,KNO4*KNO5,KNO5*KNO5,PEERW
0,0.18773262437729468,0.06791317099930415,-0.12383727849577998,0.3509288349097874,0.3328854945415622,0.18773262437729468,0.06791317099930415,0.05453059694215791,0.32079483788751845,0.2792383686564377,0.06791317099930415,0.06791317099930419,,0.06791317099930415,-0.17233599629719257,0.042313206790002895,-0.07458980958489421,0.31257167927659646,0.30831572877463626,0.3380828100439133,1.0
