,KNO1,KNO2,KNO3,KNO4,KNO5,KNO1*KNO1,KNO1*KNO2,KNO1*KNO3,KNO1*KNO4,KNO1*KNO5,KNO2*KNO2,KNO2*KNO3,KNO2*KNO4,KNO2*KNO5,KNO3*KNO3,KNO3*KNO4,KNO3*KNO5,KNO4*KNO4,KNO4*KNO5,KNO5*KNO5,PEERC
0,-0.15530911143289197,-0.10923092273587208,0.10764439551909694,0.03967721280961384,0.24133553239246752,-0.15530911143289197,-0.10923092273587208,0.007963916872687243,-0.13451669411684808,0.04169180674948275,-0.10923092273587208,-0.10923092273587205,,-0.10923092273587208,0.11955380910224238,-0.19378149708544587,0.15746005686660552,-0.003429304287064692,0.03636678599067401,0.13344740547017622,1.0
