,AGE1,AGE2,AGE3,AGE1*AGE1,AGE1*AGE2,AGE1*AGE3,AGE2*AGE2,AGE2*AGE3,AGE3*AGE3,TA5
0,0.07514167466373942,-0.22714731275161693,-0.08816041636687559,-0.0014722192777866102,-0.1117907687551898,-0.05154251621879389,-0.16853122441904625,-0.07691291334359301,-0.04137451142478931,1.0
