,TA1,TA2,TA3,TA6,TA7,TA1*TA1,TA1*TA2,TA1*TA3,TA1*TA6,TA1*TA7,TA2*TA2,TA2*TA3,TA2*TA6,TA2*TA7,TA3*TA3,TA3*TA6,TA3*TA7,TA6*TA6,TA6*TA7,TA7*TA7,TASKM
0,-0.2218720146308465,0.09759000729485337,-0.004433293138324416,0.5766253034229317,-0.007875127971869332,-0.30698401653142665,-0.3041511865304904,-0.0514418843016,0.2945656361738705,-0.10030452639700366,0.12558741021220107,0.04512602920530077,0.428575926381432,0.05569782353640035,0.011499965926077358,0.09832432921719883,-0.035577624205088296,0.4972414453953929,0.10847125994877829,-0.06014943378155631,0.9999999999999999
