,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP1*GP1,GP1*GP2,GP1*GP3,GP1*GP4,GP1*GP5,GP1*GP6,GP1*GP7,GP1*GP8,GP2*GP2,GP2*GP3,GP2*GP4,GP2*GP5,GP2*GP6,GP2*GP7,GP2*GP8,GP3*GP3,GP3*GP4,GP3*GP5,GP3*GP6,GP3*GP7,GP3*GP8,GP4*GP4,GP4*GP5,GP4*GP6,GP4*GP7,GP4*GP8,GP5*GP5,GP5*GP6,GP5*GP7,GP5*GP8,GP6*GP6,GP6*GP7,GP6*GP8,GP7*GP7,GP7*GP8,GP8*GP8,TA5
0,0.08492077756084469,0.08492077756084469,0.10008009612817947,0.07026064121951021,-0.01602360413072576,0.1792771970728943,0.6269504345122826,-0.11111111111111113,0.10822634705854242,0.10822634705854242,0.08534276077844055,0.08465290606570955,0.03438980780219277,0.15073290960128152,0.32920285338572836,-0.14619701318484066,0.10822634705854242,0.08534276077844055,0.08465290606570955,0.03438980780219277,0.15073290960128152,0.32920285338572836,-0.14619701318484066,0.03107651312724365,0.0642663742448501,0.04340973874752361,0.13701889858744057,0.3196018823524553,-0.016061139224302832,0.07867566189196687,0.007647568138915849,0.13896600725841501,0.38011551754602324,-0.15476190476190474,-0.07892543103268723,0.1613236939000796,0.19105874454478544,-0.19047619047619047,0.14860506783275884,0.3907353699797777,-0.03285491257400876,0.6088975060217491,0.05445533660108929,-0.11111111111111113,1.0
