,RACE1,RACE2,RACE3,RACE1*RACE1,RACE1*RACE2,RACE1*RACE3,RACE2*RACE2,RACE2*RACE3,RACE3*RACE3,KNO6
0,0.19203203679769104,0.16665291733348597,-0.14062045719692956,0.04344093474055544,0.03692365617887509,-0.001285473531196941,0.168076720007146,-0.03180395558198605,-0.21840174036555396,0.9999999999999998
