,GEN1,GEN2,GEN3,GEN1*GEN1,GEN1*GEN2,GEN1*GEN3,GEN2*GEN2,GEN2*GEN3,GEN3*GEN3,PEERC
0,0.05295458824884329,0.18490932592304798,0.07676482206428514,0.05295458824884329,0.0702641225418808,-0.05975421074938529,0.18508573019133875,0.051491950787866024,-0.04216101934072622,1.0
