,KNO1,KNO2,KNO3,KNO4,KNO5,KNO1*KNO1,KNO1*KNO2,KNO1*KNO3,KNO1*KNO4,KNO1*KNO5,KNO2*KNO2,KNO2*KNO3,KNO2*KNO4,KNO2*KNO5,KNO3*KNO3,KNO3*KNO4,KNO3*KNO5,KNO4*KNO4,KNO4*KNO5,KNO5*KNO5,TA4
0,0.19693159036084396,-0.13693063937629146,-0.14197956721722602,0.44677750217780854,0.1937437918785931,0.19693159036084396,-0.13693063937629146,-0.13069276878449934,0.4863451297386462,0.3523005924406781,-0.13693063937629146,-0.1369306393762915,,-0.13693063937629146,-0.20913938959741768,0.3860360777178568,-0.04765523078342,0.42964446187738703,0.3048204903466134,0.22137138196434522,0.9999999999999999
