,EDU4,EDU1,EDU2,EDU3,EDU4*EDU4,EDU4*EDU1,EDU4*EDU2,EDU4*EDU3,EDU1*EDU1,EDU1*EDU2,EDU1*EDU3,EDU2*EDU2,EDU2*EDU3,EDU3*EDU3,TA5
0,-0.09092412093166347,-0.27479581662175173,0.13769326645156713,0.19264119345441852,-0.14326025160583217,-0.1956556756215366,-0.08052086481459858,-0.026690869475164764,-0.20538032275081952,-0.04673347563224018,-0.09330852616579073,0.12477347202297484,0.12711673791429678,0.13206713965118705,1.0
