,BFX1,BFX2,BFX3,BFX4,BFX5,BFX6,BFX7,BFX8,BFX9,BFX10,BFX11,BFX12,BFX13,BFX14,BFX15,BFX1*BFX1,BFX1*BFX2,BFX1*BFX3,BFX1*BFX4,BFX1*BFX5,BFX1*BFX6,BFX1*BFX7,BFX1*BFX8,BFX1*BFX9,BFX1*BFX10,BFX1*BFX11,BFX1*BFX12,BFX1*BFX13,BFX1*BFX14,BFX1*BFX15,BFX2*BFX2,BFX2*BFX3,BFX2*BFX4,BFX2*BFX5,BFX2*BFX6,BFX2*BFX7,BFX2*BFX8,BFX2*BFX9,BFX2*BFX10,BFX2*BFX11,BFX2*BFX12,BFX2*BFX13,BFX2*BFX14,BFX2*BFX15,BFX3*BFX3,BFX3*BFX4,BFX3*BFX5,BFX3*BFX6,BFX3*BFX7,BFX3*BFX8,BFX3*BFX9,BFX3*BFX10,BFX3*BFX11,BFX3*BFX12,BFX3*BFX13,BFX3*BFX14,BFX3*BFX15,BFX4*BFX4,BFX4*BFX5,BFX4*BFX6,BFX4*BFX7,BFX4*BFX8,BFX4*BFX9,BFX4*BFX10,BFX4*BFX11,BFX4*BFX12,BFX4*BFX13,BFX4*BFX14,BFX4*BFX15,BFX5*BFX5,BFX5*BFX6,BFX5*BFX7,BFX5*BFX8,BFX5*BFX9,BFX5*BFX10,BFX5*BFX11,BFX5*BFX12,BFX5*BFX13,BFX5*BFX14,BFX5*BFX15,BFX6*BFX6,BFX6*BFX7,BFX6*BFX8,BFX6*BFX9,BFX6*BFX10,BFX6*BFX11,BFX6*BFX12,BFX6*BFX13,BFX6*BFX14,BFX6*BFX15,BFX7*BFX7,BFX7*BFX8,BFX7*BFX9,BFX7*BFX10,BFX7*BFX11,BFX7*BFX12,BFX7*BFX13,BFX7*BFX14,BFX7*BFX15,BFX8*BFX8,BFX8*BFX9,BFX8*BFX10,BFX8*BFX11,BFX8*BFX12,BFX8*BFX13,BFX8*BFX14,BFX8*BFX15,BFX9*BFX9,BFX9*BFX10,BFX9*BFX11,BFX9*BFX12,BFX9*BFX13,BFX9*BFX14,BFX9*BFX15,BFX10*BFX10,BFX10*BFX11,BFX10*BFX12,BFX10*BFX13,BFX10*BFX14,BFX10*BFX15,BFX11*BFX11,BFX11*BFX12,BFX11*BFX13,BFX11*BFX14,BFX11*BFX15,BFX12*BFX12,BFX12*BFX13,BFX12*BFX14,BFX12*BFX15,BFX13*BFX13,BFX13*BFX14,BFX13*BFX15,BFX14*BFX14,BFX14*BFX15,BFX15*BFX15,PEERW
0,0.10024000883054884,-0.15876856765232983,0.1875697103790305,-0.05672930066581082,0.28650817707069565,-0.028056617609609764,0.2706543912663761,0.16124176609351754,0.09294693811456646,0.2323272928394043,0.0027684372424385513,-0.08266549665579594,0.29562536009878637,0.07197936830340272,0.05366676035744019,0.13536910953330547,-0.1395668518763962,0.09160993264927043,0.10863339657544338,0.3160235813022215,0.07975174305635378,0.15656320505444704,0.11820332199778716,0.24154934357644195,0.24184817224437694,-0.08401575842505446,-0.15512618615014687,0.23082277693776698,-0.015020007935879143,0.11828695136523475,-0.22461459448172855,-0.19926856473526616,-0.06563572594717805,0.179764518305924,-0.15462380997426536,-0.2204413244154557,-0.16240387968844222,0.05041245543167488,-0.17768976229813127,-0.20754469204676654,-0.1852457235753405,-0.16802412610407635,-0.20008435848002354,-0.10734777946877791,0.14094395441102792,0.05205749083788001,0.23662476865679885,0.03581672762262674,0.3013445486332546,0.12642661285814105,0.2508756148517076,0.16778279352087394,0.054105195121716805,-0.15583529303151084,0.2570954974460846,0.02884022202018762,0.038083815192501126,-0.014755171239786502,0.19125784903981555,-0.0813239846244477,-0.17314635915154256,-0.13939000888223219,0.036655569431415735,0.010751050497465707,0.062132685419134755,-0.10339343471755053,0.09321266306715219,-0.031936467569197755,-0.001044663490783113,0.25095909127112026,0.026424582420386915,0.27013434161354527,0.31762328450803884,0.2498982347559391,0.18816054798147613,0.16511061991421452,0.1832023969550626,0.3096012933582128,0.13362607158466064,0.23610974796869078,0.011856715678114589,0.18450147601771225,0.05055644785350016,0.15000747652904378,0.15057815427559407,-0.10982141399512009,-0.3264892372252661,0.13711992620811883,-0.1345367568239998,0.08825970305916493,0.2934949725173993,0.24540344366683361,0.024593799012871138,0.2693635344013966,0.1903497777208731,0.02103897479381171,0.23626668371784879,0.20378690892070475,0.08014292116546526,0.1132801790252905,0.015162174274547453,0.14153335033492323,0.12299046498746771,-0.08250067547244193,0.10627393350467684,0.16887636993661423,0.06171310398568177,0.21416064314255287,0.15056386754764975,0.19092240920920553,-0.08884595576376418,0.20165096871633628,-0.01680044047060631,0.13710506309761356,0.22490728205872862,0.1718082427858356,0.0016174483412906575,0.18835506164566967,0.040555677376822426,0.14330664357227904,0.094112024181884,-0.03867943841449558,0.16170788729241897,-0.10161308513321995,-0.17596582670433697,-0.06670857640392575,-0.06630524284811347,-0.09147978155397755,-0.15543225761359653,0.2814340497720935,0.15651068611437866,0.12360845455096472,0.049531784355525015,-0.04956214031714688,0.045471196889329726,1.0
