,EDU4,EDU1,EDU2,EDU3,EDU4*EDU4,EDU4*EDU1,EDU4*EDU2,EDU4*EDU3,EDU1*EDU1,EDU1*EDU2,EDU1*EDU3,EDU2*EDU2,EDU2*EDU3,EDU3*EDU3,PEERC
0,0.4916204186015244,0.3972977664543683,0.3407691444972953,0.32077388420759456,0.5523148522276885,0.59067093825046,0.38156086798059335,0.40083853001678926,0.3204542281439086,0.4736409654375646,0.45317675755676073,0.30937787326785915,0.20544477439113912,0.26167239608334586,1.0
