,AGE1,AGE2,AGE3,AGE1*AGE1,AGE1*AGE2,AGE1*AGE3,AGE2*AGE2,AGE2*AGE3,AGE3*AGE3,TA4
0,0.20795009796401467,0.2656194482246505,0.02971535306042175,0.02902923748935688,0.22845600538671562,0.051459035793920735,0.2808254127294064,0.15831333134314113,0.04964003084776982,0.9999999999999999
