,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP1*GP1,GP1*GP2,GP1*GP3,GP1*GP4,GP1*GP5,GP1*GP6,GP1*GP7,GP1*GP8,GP2*GP2,GP2*GP3,GP2*GP4,GP2*GP5,GP2*GP6,GP2*GP7,GP2*GP8,GP3*GP3,GP3*GP4,GP3*GP5,GP3*GP6,GP3*GP7,GP3*GP8,GP4*GP4,GP4*GP5,GP4*GP6,GP4*GP7,GP4*GP8,GP5*GP5,GP5*GP6,GP5*GP7,GP5*GP8,GP6*GP6,GP6*GP7,GP6*GP8,GP7*GP7,GP7*GP8,GP8*GP8,TASKM
0,0.14884168150705018,0.14884168150705018,0.323415144619467,-0.020233507661194364,-0.07240603783818453,0.15504341823651055,0.017460757394239457,0.13693063937629155,0.015225089295246932,0.015225089295246932,0.22024121575108258,-0.05070911135353529,-0.11533077073672866,0.01945099655353274,0.14709649191124505,0.2265381029842989,0.015225089295246932,0.22024121575108258,-0.05070911135353529,-0.11533077073672866,0.01945099655353274,0.14709649191124505,0.2265381029842989,0.2590233190994453,0.02727139781215516,0.034470226878515274,0.22429842759793386,0.30204259176351034,0.1812956900708226,-0.06846026346309896,-0.13061270307741013,-0.04038406224269021,-0.09931119206389999,0.04564354645876385,-0.1397932531872447,-0.08836062620913217,-0.05012512184168389,0.0521640530957301,0.013528146450679356,0.14688984147368284,0.2546102628175947,-0.06454972243679027,0.166175747583597,0.13693063937629155,0.9999999999999999
