,TA1,TA2,TA3,TA6,TA7,TA1*TA1,TA1*TA2,TA1*TA3,TA1*TA6,TA1*TA7,TA2*TA2,TA2*TA3,TA2*TA6,TA2*TA7,TA3*TA3,TA3*TA6,TA3*TA7,TA6*TA6,TA6*TA7,TA7*TA7,TASKG
0,-0.07852781411979072,0.3391231227194379,-0.14635316073232832,0.1636734825207503,-0.12314653197073414,-0.07714192977456172,0.034926909882101696,-0.09249760336688112,-0.02409842023803824,-0.1259982898288615,0.3976993812351465,-0.11299685072141344,0.1780203134647014,-0.01900924812798622,-0.04218224614629909,-0.0640640391003735,-0.024544480899408166,0.15214909902391158,-0.0532625876496285,-0.06798156809032097,1.0
