,TA1,TA2,TA3,TA6,TA7,TA1*TA1,TA1*TA2,TA1*TA3,TA1*TA6,TA1*TA7,TA2*TA2,TA2*TA3,TA2*TA6,TA2*TA7,TA3*TA3,TA3*TA6,TA3*TA7,TA6*TA6,TA6*TA7,TA7*TA7,PEERW
0,0.12110370517378138,0.42351302988131345,-0.08983546389433328,0.01658484862892453,-0.08332392361073518,0.22505572007073846,0.3561922627399147,0.002712399926817715,-0.042302982308409995,0.0745256660607421,0.40465214527028626,-0.0015046085268497229,0.2171633505679262,-0.053839236120215114,-0.05848464997905344,-0.21944560079984873,-0.06850548267616287,0.17710858948743205,-0.12430400499555212,-0.0036410976289563343,1.0
