,TIE1,TIE2,TIE3,TIE4,TIE1*TIE1,TIE1*TIE2,TIE1*TIE3,TIE1*TIE4,TIE2*TIE2,TIE2*TIE3,TIE2*TIE4,TIE3*TIE3,TIE3*TIE4,TIE4*TIE4,TASKG
0,0.020294112764446925,-0.3230185406585195,-0.1079125843917683,-0.27272393137114787,-0.010767169913517382,-0.31343103681196116,0.017297762283570415,-0.30108018629487443,-0.26813629154696655,-0.35301168157731094,-0.32120932043673933,-0.11050257439763722,-0.3371264762029019,-0.28773292791157234,1.0
