,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP1*GP1,GP1*GP2,GP1*GP3,GP1*GP4,GP1*GP5,GP1*GP6,GP1*GP7,GP1*GP8,GP2*GP2,GP2*GP3,GP2*GP4,GP2*GP5,GP2*GP6,GP2*GP7,GP2*GP8,GP3*GP3,GP3*GP4,GP3*GP5,GP3*GP6,GP3*GP7,GP3*GP8,GP4*GP4,GP4*GP5,GP4*GP6,GP4*GP7,GP4*GP8,GP5*GP5,GP5*GP6,GP5*GP7,GP5*GP8,GP6*GP6,GP6*GP7,GP6*GP8,GP7*GP7,GP7*GP8,GP8*GP8,PEERC
0,0.14377761083249146,0.14377761083249146,0.1475798568422736,0.1659145248254347,0.29634310827607824,0.17624352295595733,0.1410272626826959,-0.027307730683968003,-0.016985864235345698,-0.016985864235345698,-0.0001010478864496774,0.01435784322041897,0.1588854690437483,-0.00033775482499762,0.06606845202851845,-0.031324267970070714,-0.016985864235345698,-0.0001010478864496774,0.01435784322041897,0.1588854690437483,-0.00033775482499762,0.06606845202851845,-0.031324267970070714,-0.04493019364861192,-0.0023196865359252777,0.19673458650936362,0.019559998060920226,0.06833258430191777,-0.0065216911491270185,0.008457231942115409,0.20207898273567848,0.034526472781506314,0.08175857100994988,-0.013653865341984038,0.20480705055551796,0.20598967879207788,0.2817385600056866,0.011703313150271996,-0.0008093651974703011,0.09374907379143686,0.011566516505708021,0.028964222318174634,-0.11089156710860686,-0.027307730683968003,1.0
