,EDU4,EDU1,EDU2,EDU3,EDU4*EDU4,EDU4*EDU1,EDU4*EDU2,EDU4*EDU3,EDU1*EDU1,EDU1*EDU2,EDU1*EDU3,EDU2*EDU2,EDU2*EDU3,EDU3*EDU3,KNO6
0,0.08426301447967507,0.07034707152246673,0.3850432323607834,0.03702040086457821,0.054385661478922674,0.14478691370085686,0.18613552962958455,-0.06981267942005141,0.03918644227971016,0.17359803464117246,-0.09750130425616411,0.3595956484024389,0.20676801271350725,-0.022216201531780555,0.9999999999999998
