,AGE1,AGE2,AGE3,AGE1*AGE1,AGE1*AGE2,AGE1*AGE3,AGE2*AGE2,AGE2*AGE3,AGE3*AGE3,PEERC
0,0.45099670608706777,0.12740634568167544,0.37000822249630655,0.4139297538489069,0.19301603024244032,0.3970244802021207,0.10474878515284361,0.17584363221463442,0.31425804250483674,1.0
