,WEIP1,WEIP2,WEIP3,WEIP4,WEIP5,WEIP6,WEIP7,WEIP8,WEIP9,WEIP10,WEIP11,WEIP12,WEIP13,WEIP14,WEIP15,WEIP16,WEIP1*WEIP1,WEIP1*WEIP2,WEIP1*WEIP3,WEIP1*WEIP4,WEIP1*WEIP5,WEIP1*WEIP6,WEIP1*WEIP7,WEIP1*WEIP8,WEIP1*WEIP9,WEIP1*WEIP10,WEIP1*WEIP11,WEIP1*WEIP12,WEIP1*WEIP13,WEIP1*WEIP14,WEIP1*WEIP15,WEIP1*WEIP16,WEIP2*WEIP2,WEIP2*WEIP3,WEIP2*WEIP4,WEIP2*WEIP5,WEIP2*WEIP6,WEIP2*WEIP7,WEIP2*WEIP8,WEIP2*WEIP9,WEIP2*WEIP10,WEIP2*WEIP11,WEIP2*WEIP12,WEIP2*WEIP13,WEIP2*WEIP14,WEIP2*WEIP15,WEIP2*WEIP16,WEIP3*WEIP3,WEIP3*WEIP4,WEIP3*WEIP5,WEIP3*WEIP6,WEIP3*WEIP7,WEIP3*WEIP8,WEIP3*WEIP9,WEIP3*WEIP10,WEIP3*WEIP11,WEIP3*WEIP12,WEIP3*WEIP13,WEIP3*WEIP14,WEIP3*WEIP15,WEIP3*WEIP16,WEIP4*WEIP4,WEIP4*WEIP5,WEIP4*WEIP6,WEIP4*WEIP7,WEIP4*WEIP8,WEIP4*WEIP9,WEIP4*WEIP10,WEIP4*WEIP11,WEIP4*WEIP12,WEIP4*WEIP13,WEIP4*WEIP14,WEIP4*WEIP15,WEIP4*WEIP16,WEIP5*WEIP5,WEIP5*WEIP6,WEIP5*WEIP7,WEIP5*WEIP8,WEIP5*WEIP9,WEIP5*WEIP10,WEIP5*WEIP11,WEIP5*WEIP12,WEIP5*WEIP13,WEIP5*WEIP14,WEIP5*WEIP15,WEIP5*WEIP16,WEIP6*WEIP6,WEIP6*WEIP7,WEIP6*WEIP8,WEIP6*WEIP9,WEIP6*WEIP10,WEIP6*WEIP11,WEIP6*WEIP12,WEIP6*WEIP13,WEIP6*WEIP14,WEIP6*WEIP15,WEIP6*WEIP16,WEIP7*WEIP7,WEIP7*WEIP8,WEIP7*WEIP9,WEIP7*WEIP10,WEIP7*WEIP11,WEIP7*WEIP12,WEIP7*WEIP13,WEIP7*WEIP14,WEIP7*WEIP15,WEIP7*WEIP16,WEIP8*WEIP8,WEIP8*WEIP9,WEIP8*WEIP10,WEIP8*WEIP11,WEIP8*WEIP12,WEIP8*WEIP13,WEIP8*WEIP14,WEIP8*WEIP15,WEIP8*WEIP16,WEIP9*WEIP9,WEIP9*WEIP10,WEIP9*WEIP11,WEIP9*WEIP12,WEIP9*WEIP13,WEIP9*WEIP14,WEIP9*WEIP15,WEIP9*WEIP16,WEIP10*WEIP10,WEIP10*WEIP11,WEIP10*WEIP12,WEIP10*WEIP13,WEIP10*WEIP14,WEIP10*WEIP15,WEIP10*WEIP16,WEIP11*WEIP11,WEIP11*WEIP12,WEIP11*WEIP13,WEIP11*WEIP14,WEIP11*WEIP15,WEIP11*WEIP16,WEIP12*WEIP12,WEIP12*WEIP13,WEIP12*WEIP14,WEIP12*WEIP15,WEIP12*WEIP16,WEIP13*WEIP13,WEIP13*WEIP14,WEIP13*WEIP15,WEIP13*WEIP16,WEIP14*WEIP14,WEIP14*WEIP15,WEIP14*WEIP16,WEIP15*WEIP15,WEIP15*WEIP16,WEIP16*WEIP16,PEERW
0,0.33023848697782254,0.22002877824974232,0.25091950222159853,0.2780489687863575,0.07915285016413945,0.10705115707160445,0.025525004535013662,0.2392612231099697,0.4208398173655247,0.06505236493686711,0.312541278099572,0.1422710203248734,0.3114775314020005,0.43905703995876133,0.294930201567981,0.3629259112167574,0.29759028002291754,0.2598706496853894,0.19576314852559065,0.3626424139534068,0.2598911110246733,0.32173702124576903,0.22533999301011623,0.1920175093933325,0.48507223196547744,0.25203596917134263,0.3646196453662044,0.20161981464681789,0.3792490315284071,0.5403991989374416,0.255953214851408,0.26175815349288095,0.17937758507564946,0.17134371722894567,0.366193179077397,0.35241100667467,0.25565394543740644,0.1560083712113818,0.16267450579758588,0.4843281082479123,0.19839054229663736,0.36405747304844877,0.1522131775171512,0.33339678429901887,0.4908849905798492,0.18415567633936034,0.23200946556081234,0.1499778907932159,0.4179805879949236,0.1735664395210658,0.1327389710914817,0.07821922262211124,0.13878329834442663,0.3765959559941959,0.2610051731006448,0.2489633747153493,0.2345496373700699,0.37226670413847784,0.4089861088203975,0.2603317803748959,0.33593003530173693,0.22539944954874755,0.1280860097328017,0.191292610911488,0.18380178562994037,0.23095097621282012,0.5220832671136612,0.19830548003406484,0.42879572915581965,0.26969157706990954,0.30546566459297997,0.4423918608525629,0.4171843427715372,0.3084492535195529,0.02760674296810964,0.05574569080397543,-0.00795229268489316,-0.005030605259207721,0.2795933580775576,0.19864675731539636,0.31673784123107535,0.2570006281708625,0.23759974143328064,0.3301017848369186,0.26694211491574404,0.39631637559848026,0.14940936207025377,0.038874842079681976,0.17088988228977903,0.26283279165964457,0.17650878196235323,0.2679143721538005,0.1993857108813584,0.25533271629078225,0.4480980782767705,0.1978392536141316,0.2730212200338636,-0.055780936634706665,0.08541445947831634,0.10622000265048942,0.034882374691643646,0.1327862261076306,0.1488212509300379,0.14569472628621782,0.4128024236880183,0.08934974790626728,0.27653042274306566,0.22171412885860836,0.1962406589553308,0.11212505179215014,0.14876218409371383,0.2520029442764511,0.2244363439837989,0.37615935651630356,0.2103281005806044,0.34706125004862765,0.3859014870729926,0.2967088476065238,0.3919552765715141,0.40691196785302963,0.5377999306949778,0.39621440370361527,0.4500068650147412,0.4473492408280666,0.04352678971928241,0.3559050500923762,0.14966436380807444,0.2231412644939002,0.2530684457430397,0.19404516306620198,0.3266198030245918,0.3571456059068393,0.2698430774609792,0.4606083774578654,0.5135141992055218,0.26428885594810136,0.4093888455037001,0.1161672913231051,0.3911430434482636,0.4196508950397003,0.15070990690699174,0.27742209123231626,0.3854859530533302,0.5130117669802762,0.3697041770057443,0.3761490622538936,0.5216634504537128,0.4127356659842751,0.463660231385638,0.2917924421736063,0.3552875005376688,0.32244141404397275,1.0
