,WEIP1,WEIP2,WEIP3,WEIP4,WEIP5,WEIP6,WEIP7,WEIP8,WEIP9,WEIP10,WEIP11,WEIP12,WEIP13,WEIP14,WEIP15,WEIP16,WEIP1*WEIP1,WEIP1*WEIP2,WEIP1*WEIP3,WEIP1*WEIP4,WEIP1*WEIP5,WEIP1*WEIP6,WEIP1*WEIP7,WEIP1*WEIP8,WEIP1*WEIP9,WEIP1*WEIP10,WEIP1*WEIP11,WEIP1*WEIP12,WEIP1*WEIP13,WEIP1*WEIP14,WEIP1*WEIP15,WEIP1*WEIP16,WEIP2*WEIP2,WEIP2*WEIP3,WEIP2*WEIP4,WEIP2*WEIP5,WEIP2*WEIP6,WEIP2*WEIP7,WEIP2*WEIP8,WEIP2*WEIP9,WEIP2*WEIP10,WEIP2*WEIP11,WEIP2*WEIP12,WEIP2*WEIP13,WEIP2*WEIP14,WEIP2*WEIP15,WEIP2*WEIP16,WEIP3*WEIP3,WEIP3*WEIP4,WEIP3*WEIP5,WEIP3*WEIP6,WEIP3*WEIP7,WEIP3*WEIP8,WEIP3*WEIP9,WEIP3*WEIP10,WEIP3*WEIP11,WEIP3*WEIP12,WEIP3*WEIP13,WEIP3*WEIP14,WEIP3*WEIP15,WEIP3*WEIP16,WEIP4*WEIP4,WEIP4*WEIP5,WEIP4*WEIP6,WEIP4*WEIP7,WEIP4*WEIP8,WEIP4*WEIP9,WEIP4*WEIP10,WEIP4*WEIP11,WEIP4*WEIP12,WEIP4*WEIP13,WEIP4*WEIP14,WEIP4*WEIP15,WEIP4*WEIP16,WEIP5*WEIP5,WEIP5*WEIP6,WEIP5*WEIP7,WEIP5*WEIP8,WEIP5*WEIP9,WEIP5*WEIP10,WEIP5*WEIP11,WEIP5*WEIP12,WEIP5*WEIP13,WEIP5*WEIP14,WEIP5*WEIP15,WEIP5*WEIP16,WEIP6*WEIP6,WEIP6*WEIP7,WEIP6*WEIP8,WEIP6*WEIP9,WEIP6*WEIP10,WEIP6*WEIP11,WEIP6*WEIP12,WEIP6*WEIP13,WEIP6*WEIP14,WEIP6*WEIP15,WEIP6*WEIP16,WEIP7*WEIP7,WEIP7*WEIP8,WEIP7*WEIP9,WEIP7*WEIP10,WEIP7*WEIP11,WEIP7*WEIP12,WEIP7*WEIP13,WEIP7*WEIP14,WEIP7*WEIP15,WEIP7*WEIP16,WEIP8*WEIP8,WEIP8*WEIP9,WEIP8*WEIP10,WEIP8*WEIP11,WEIP8*WEIP12,WEIP8*WEIP13,WEIP8*WEIP14,WEIP8*WEIP15,WEIP8*WEIP16,WEIP9*WEIP9,WEIP9*WEIP10,WEIP9*WEIP11,WEIP9*WEIP12,WEIP9*WEIP13,WEIP9*WEIP14,WEIP9*WEIP15,WEIP9*WEIP16,WEIP10*WEIP10,WEIP10*WEIP11,WEIP10*WEIP12,WEIP10*WEIP13,WEIP10*WEIP14,WEIP10*WEIP15,WEIP10*WEIP16,WEIP11*WEIP11,WEIP11*WEIP12,WEIP11*WEIP13,WEIP11*WEIP14,WEIP11*WEIP15,WEIP11*WEIP16,WEIP12*WEIP12,WEIP12*WEIP13,WEIP12*WEIP14,WEIP12*WEIP15,WEIP12*WEIP16,WEIP13*WEIP13,WEIP13*WEIP14,WEIP13*WEIP15,WEIP13*WEIP16,WEIP14*WEIP14,WEIP14*WEIP15,WEIP14*WEIP16,WEIP15*WEIP15,WEIP15*WEIP16,WEIP16*WEIP16,TA4
0,-0.12456821978060995,0.11273900848248329,-0.21101805498255247,-0.019920476822239894,-0.20203764263014953,-0.198150961847228,-0.024845199749997653,-0.08733337646093736,0.4652853815218442,0.18750696754055346,0.2337707431022507,0.3876808515876778,0.3157906852744034,0.41957319583913694,0.06533217188282373,-0.03021989426077493,-0.17513150211849823,-0.08849843217129309,-0.3637761444498769,-0.06545900596044203,-0.15324767040594275,-0.1940958181776898,-0.1336306209562122,-0.17741068428424372,0.3478212206263824,0.09361029108991241,-0.003967754156680962,0.1633670685181456,0.0488958157123495,0.3106929154209554,-0.22837506959778492,-0.2230220203542506,0.09200798139230774,-0.2706417396107116,-0.018943380760602084,-0.06989039684559484,-0.21622499104693416,-0.018298126367785005,-0.261328687531295,0.35688504253407716,0.2588049224250521,0.0784464540552736,0.2798982373217344,0.22146928293240647,0.3043797937175353,0.00752283827038252,-0.023685645814961628,-0.2235256955755546,-0.13487474448080355,-0.12403473458920847,-0.288990297854825,-0.2138128100596891,-0.21195568799919873,0.1228161181713604,0.03219284110811781,0.004071639637402846,0.09325048082403134,0.09382332813010019,0.286570942399841,-0.19631302795549496,-0.17617448015794576,-0.022602116787360366,-0.14442345696123923,-0.1427614025344267,-0.00688102353203976,1.7030043793994542e-17,0.5122364691111849,-0.044426165831931916,0.13344111478558143,0.14731802290682874,0.08496499562036848,0.2902107146829295,0.011705896574646534,-0.05433258249241609,-0.2576629685679493,-0.26417592283515307,-0.2556515172833304,-0.19271719615922514,0.06402277711221134,-0.20662850274923672,-0.08596888138808807,-0.13782340303396173,-0.16064386578049977,-0.15301352983250868,-0.06658451424277129,-0.025338795840348153,-0.13942064743940255,-0.09682458365518544,0.043852900965351486,0.26141303880928385,-0.06956846792611834,-0.058800057895470145,0.02896152282403406,-0.04350568330109606,0.23730538953027064,-0.21073722341414988,-0.2752409412815901,-0.08385254915624214,-0.11114765480922498,0.15640199243079128,0.048162097430095155,0.08148353450645081,0.30962614123961746,0.1797866299901979,0.4114730848710003,-0.05853051396111829,-0.14949554094248954,0.01709963920141923,0.23440718322924164,-0.0989070710093681,0.09128709291752765,0.1453469332120635,0.10081313549477713,0.2716256390786372,-0.12397588061930463,-0.2142571201550089,0.49228854179814524,0.3885491283462519,0.34015456516873066,0.5379405385004111,0.533152856602998,0.4819882271257591,0.346687622640768,0.24787336252075817,0.12394365215970778,0.1176472457308841,0.25588252349540996,0.036520734878379126,0.12756297332189745,0.2593940986199098,0.13395659395405674,0.1262208287594884,0.2357062908374651,0.3195048252113468,0.37080992435478316,0.12456821978060993,0.08154494346422614,0.3115172719973775,0.31616699388866726,0.4315938015647022,0.24328420163867878,0.12424784984557855,0.274675132786768,0.3395599736282606,0.28988551782622424,0.10438850852291284,0.4622925278812792,0.3659860611666857,0.016407902490385866,0.021277130863599048,0.04166466437604505,-0.05268747958778612,0.9999999999999999
