,GEN1,GEN2,GEN3,GEN1*GEN1,GEN1*GEN2,GEN1*GEN3,GEN2*GEN2,GEN2*GEN3,GEN3*GEN3,TASKM
0,0.1583881484062351,0.0032194475386927673,-0.02380985708719979,0.1583881484062351,-0.023785938341813757,0.0022699150704465526,-0.07462357595639164,-0.0394470526002607,-0.04292787613243245,0.9999999999999999
