,BFX1,BFX2,BFX3,BFX4,BFX5,BFX6,BFX7,BFX8,BFX9,BFX10,BFX11,BFX12,BFX13,BFX14,BFX15,BFX1*BFX1,BFX1*BFX2,BFX1*BFX3,BFX1*BFX4,BFX1*BFX5,BFX1*BFX6,BFX1*BFX7,BFX1*BFX8,BFX1*BFX9,BFX1*BFX10,BFX1*BFX11,BFX1*BFX12,BFX1*BFX13,BFX1*BFX14,BFX1*BFX15,BFX2*BFX2,BFX2*BFX3,BFX2*BFX4,BFX2*BFX5,BFX2*BFX6,BFX2*BFX7,BFX2*BFX8,BFX2*BFX9,BFX2*BFX10,BFX2*BFX11,BFX2*BFX12,BFX2*BFX13,BFX2*BFX14,BFX2*BFX15,BFX3*BFX3,BFX3*BFX4,BFX3*BFX5,BFX3*BFX6,BFX3*BFX7,BFX3*BFX8,BFX3*BFX9,BFX3*BFX10,BFX3*BFX11,BFX3*BFX12,BFX3*BFX13,BFX3*BFX14,BFX3*BFX15,BFX4*BFX4,BFX4*BFX5,BFX4*BFX6,BFX4*BFX7,BFX4*BFX8,BFX4*BFX9,BFX4*BFX10,BFX4*BFX11,BFX4*BFX12,BFX4*BFX13,BFX4*BFX14,BFX4*BFX15,BFX5*BFX5,BFX5*BFX6,BFX5*BFX7,BFX5*BFX8,BFX5*BFX9,BFX5*BFX10,BFX5*BFX11,BFX5*BFX12,BFX5*BFX13,BFX5*BFX14,BFX5*BFX15,BFX6*BFX6,BFX6*BFX7,BFX6*BFX8,BFX6*BFX9,BFX6*BFX10,BFX6*BFX11,BFX6*BFX12,BFX6*BFX13,BFX6*BFX14,BFX6*BFX15,BFX7*BFX7,BFX7*BFX8,BFX7*BFX9,BFX7*BFX10,BFX7*BFX11,BFX7*BFX12,BFX7*BFX13,BFX7*BFX14,BFX7*BFX15,BFX8*BFX8,BFX8*BFX9,BFX8*BFX10,BFX8*BFX11,BFX8*BFX12,BFX8*BFX13,BFX8*BFX14,BFX8*BFX15,BFX9*BFX9,BFX9*BFX10,BFX9*BFX11,BFX9*BFX12,BFX9*BFX13,BFX9*BFX14,BFX9*BFX15,BFX10*BFX10,BFX10*BFX11,BFX10*BFX12,BFX10*BFX13,BFX10*BFX14,BFX10*BFX15,BFX11*BFX11,BFX11*BFX12,BFX11*BFX13,BFX11*BFX14,BFX11*BFX15,BFX12*BFX12,BFX12*BFX13,BFX12*BFX14,BFX12*BFX15,BFX13*BFX13,BFX13*BFX14,BFX13*BFX15,BFX14*BFX14,BFX14*BFX15,BFX15*BFX15,TASKM
0,0.48921944394684935,0.5177678760670962,0.09128709291752769,-0.003392658089675975,0.3948016218440436,0.3681976345245825,-0.015655607277128718,-0.10411872052902772,-0.17888681372863757,0.23356192861133054,0.1367563164037986,0.3889087296526011,-0.14970431054921204,0.28328094112215424,0.5265153654302311,0.5332660325874873,0.53246292135161,0.4035096406784874,0.052560647013853046,0.433112693280665,0.5113775521770334,0.26917090863692233,0.27335333497751424,0.017021606837715045,0.4358553917439072,0.3469764349221496,0.3662966856922131,0.17374889710522776,0.5709268962760163,0.5382906338018448,0.49119563979791586,0.49734328534121613,0.27152254012497445,0.5990527516250127,0.5133954681871246,0.035355339059327376,0.20647210624930865,0.27669929526473325,0.3060800690432347,0.6149186938124424,0.44441159475906544,0.3724959518607579,0.5880619450923709,0.4859714815415311,0.05129891760425774,-0.0642477091305831,0.23171789274499666,0.3155790929932247,-0.0019653990872877743,-0.16971688422579265,-0.16357021315385364,0.2521541805507709,0.1475196535813825,0.3495220989786177,-0.11598919818021068,0.2270063055183668,0.39161313698164396,0.04223976717668978,0.18218655104773826,-0.10505749428118875,-0.08414133617884527,0.07197533835129877,-0.09129709753073292,-0.0030967025287540915,-0.05507288129495118,0.26522772230830444,-0.21195568799919876,-0.05463583647081531,0.1474419561548971,0.35937270859691384,0.22403012202122907,0.1101767582896996,0.14231361339296397,0.05874599991161677,0.1861624734276542,0.33463389540389654,0.5204620602393735,0.05056498968474312,0.39505570062744383,0.46528542291946035,0.49218701934884856,0.23993691069849563,0.17913887361655792,-0.07989354619369617,0.37321967248110305,0.28333333333333344,0.36355982763943506,0.04564354645876389,0.44843169874075883,0.5349712414961127,-0.002772647989876966,-0.12940246121252608,-0.1765486125899885,0.12388592261650215,-0.21251133683156376,0.003452794960271011,-0.0052874621947804346,-0.07935495825665884,0.1471224178741007,-0.09416587804672592,-0.07642723006446793,0.07954951288348662,-0.18739458774871207,0.0779514598793238,-0.23990258673277418,-0.15339299776947413,0.1344938556619913,-0.15652565774189073,-0.10396092448689033,-0.1979991801613419,0.24835972517460042,-0.3154900194419011,-0.16385150858450273,0.06711980334466447,0.19839384831092682,0.07216878364870326,0.14648210255668356,0.0946614838001486,0.2476321617666004,0.4009171708995236,0.20954156871893162,0.507227876063341,-0.1707414806476501,0.2958559330564805,0.4581306810618916,0.3173838687153529,0.35534692082349245,0.4830012092118179,0.4457029045638929,-0.21790234278018594,-0.1456832167158954,0.19236176078167738,0.2528597498562101,0.6076562604003963,0.4543936147931675,0.9999999999999999
