,TA1,TA2,TA3,TA6,TA7,TA1*TA1,TA1*TA2,TA1*TA3,TA1*TA6,TA1*TA7,TA2*TA2,TA2*TA3,TA2*TA6,TA2*TA7,TA3*TA3,TA3*TA6,TA3*TA7,TA6*TA6,TA6*TA7,TA7*TA7,TA4
0,0.21365453260748174,0.14638501094227999,0.3457968647893055,-0.27403974816139326,-0.015750255943738658,0.18774229110186424,0.34435507900291157,0.2679763275246138,-0.1770035661313841,0.036597597469177,0.0992545661354492,0.16988622759642627,-0.16743199456300845,-0.18698555044362972,0.40633212938806684,-0.04916216460859936,0.21137294380670119,-0.15676577588820267,-0.20751023642374988,-0.02686285392186012,0.9999999999999999
