,TASK1,TASK2,TASK3,TASK4,TASK5,TASK6,TASK1*TASK1,TASK1*TASK2,TASK1*TASK3,TASK1*TASK4,TASK1*TASK5,TASK1*TASK6,TASK2*TASK2,TASK2*TASK3,TASK2*TASK4,TASK2*TASK5,TASK2*TASK6,TASK3*TASK3,TASK3*TASK4,TASK3*TASK5,TASK3*TASK6,TASK4*TASK4,TASK4*TASK5,TASK4*TASK6,TASK5*TASK5,TASK5*TASK6,TASK6*TASK6,KNO6
0,-0.011341130621913642,0.25543080133519364,0.12730752691907277,-0.24497449357913506,-0.24767601417700957,0.20460155701178967,0.030252879310826344,0.10327100910010273,0.05573474525846372,-0.06078281797096056,0.011463237315254409,-0.09983972134391005,0.1897887707184528,0.18644355463723591,0.08189176763653935,0.1265354163161168,0.18759469699370077,0.17338077569607555,-0.11507058777169475,-0.07536889287043837,0.1683767470869297,-0.2539067376624181,-0.3291680349771332,-0.05564893343657941,-0.18143065024478056,-0.19079553992897866,0.21634019543830155,0.9999999999999998
