,EDU4,EDU1,EDU2,EDU3,EDU4*EDU4,EDU4*EDU1,EDU4*EDU2,EDU4*EDU3,EDU1*EDU1,EDU1*EDU2,EDU1*EDU3,EDU2*EDU2,EDU2*EDU3,EDU3*EDU3,TASKG
0,0.07787611974767478,-0.21550584414147492,-0.05256734349660499,0.4860357781277446,0.046813936433233574,-0.08615133775520324,-0.02324689061345489,0.3599544246522473,-0.2782156579789008,-0.10762329909510845,0.24239195778238157,-0.007906896155709227,0.3190152841720648,0.504769167623849,1.0
