,RACE1,RACE2,RACE3,RACE1*RACE1,RACE1*RACE2,RACE1*RACE3,RACE2*RACE2,RACE2*RACE3,RACE3*RACE3,TASKG
0,-0.19719617709161874,0.4163422887246938,0.41646383528645664,0.07930515857181443,0.26369278758080916,0.2851291981881957,0.45937262784539384,0.5061467566387681,0.4813820462714528,1.0
