,TIE1,TIE2,TIE3,TIE4,TIE1*TIE1,TIE1*TIE2,TIE1*TIE3,TIE1*TIE4,TIE2*TIE2,TIE2*TIE3,TIE2*TIE4,TIE3*TIE3,TIE3*TIE4,TIE4*TIE4,TA4
0,-0.02336027808240546,0.15408850542622685,0.014613730936143543,0.007015169165828911,0.03718182996118764,-0.11011948803891296,0.09831164709310745,0.18203641092364126,0.18691663088714366,-0.15615812963972436,0.06104520279861768,0.07595710868723118,-0.033624665771263426,-0.11443644236579782,0.9999999999999999
