,TA1,TA2,TA3,TA6,TA7,TA1*TA1,TA1*TA2,TA1*TA3,TA1*TA6,TA1*TA7,TA2*TA2,TA2*TA3,TA2*TA6,TA2*TA7,TA3*TA3,TA3*TA6,TA3*TA7,TA6*TA6,TA6*TA7,TA7*TA7,KNO6
0,0.4935877460756553,0.0860005790266477,0.06750970521773773,0.11229554764096568,0.10881774027122884,0.5594781754608532,0.39976716846747096,0.30851630808501146,0.27583430900906764,0.36972051854038485,0.08682484293581466,-0.11265765364784239,0.0710874930894543,-0.09928861737449095,0.17800286653183037,0.02122868542049268,0.2946402665883356,0.06294407080217639,-0.09575585717415563,0.21935348905304666,0.9999999999999998
