,PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER1*PEER1,PEER1*PEER2,PEER1*PEER3,PEER1*PEER4,PEER1*PEER5,PEER1*PEER6,PEER2*PEER2,PEER2*PEER3,PEER2*PEER4,PEER2*PEER5,PEER2*PEER6,PEER3*PEER3,PEER3*PEER4,PEER3*PEER5,PEER3*PEER6,PEER4*PEER4,PEER4*PEER5,PEER4*PEER6,PEER5*PEER5,PEER5*PEER6,PEER6*PEER6,TA4
0,0.20305918268871306,0.04294487507354007,-0.0743066106927105,-0.19234511767991933,0.04482107285003979,0.09644856443408244,0.280747375852574,0.2860387767736777,-0.050374537069460046,-0.0373962653614425,0.11952286093343936,0.02160567007183792,-0.07319250547113997,-0.028500427509618977,-0.01238443511545174,0.13386692639446415,0.08319197049476747,-0.06443794794178427,-0.256278070187125,-0.12448440881789541,0.09128709291752769,-0.2565789922330337,-0.1764753589355622,-0.12456821978060996,-0.007157479178923376,0.09391081930484525,0.10540925533894598,0.9999999999999999
