,PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER1*PEER1,PEER1*PEER2,PEER1*PEER3,PEER1*PEER4,PEER1*PEER5,PEER1*PEER6,PEER2*PEER2,PEER2*PEER3,PEER2*PEER4,PEER2*PEER5,PEER2*PEER6,PEER3*PEER3,PEER3*PEER4,PEER3*PEER5,PEER3*PEER6,PEER4*PEER4,PEER4*PEER5,PEER4*PEER6,PEER5*PEER5,PEER5*PEER6,PEER6*PEER6,PEERW
0,0.32824257791211003,-0.13793812881744408,0.08511444455693142,0.30306381496089896,0.3218028674278655,-0.1588817658592557,0.3652180551419766,-0.0776885169056511,0.1816307472233336,0.36299791703087586,0.39237367168836224,0.06327373966936765,-0.17401487758388667,-0.18106634405716293,-0.0684425430457799,-0.0031616032567356317,-0.0581015602268683,0.1175639766878711,0.24815862834398242,0.1775031984897731,-0.05605531574545733,0.2784083632759043,0.33760056983689957,0.017651945851821255,0.4168571392938935,-0.03447887865298559,-0.18297854193719032,1.0
