,RACE1,RACE2,RACE3,RACE1*RACE1,RACE1*RACE2,RACE1*RACE3,RACE2*RACE2,RACE2*RACE3,RACE3*RACE3,TA4
0,0.40159742006750754,0.12348669019615705,0.158992300228764,0.42220280474356553,0.3213880866911568,0.3403642196160287,0.14059982543306607,0.18813214869076147,0.13094297549505035,0.9999999999999999
