,GP1,GP2,GP3,GP4,GP5,GP6,GP7,GP8,GP1*GP1,GP1*GP2,GP1*GP3,GP1*GP4,GP1*GP5,GP1*GP6,GP1*GP7,GP1*GP8,GP2*GP2,GP2*GP3,GP2*GP4,GP2*GP5,GP2*GP6,GP2*GP7,GP2*GP8,GP3*GP3,GP3*GP4,GP3*GP5,GP3*GP6,GP3*GP7,GP3*GP8,GP4*GP4,GP4*GP5,GP4*GP6,GP4*GP7,GP4*GP8,GP5*GP5,GP5*GP6,GP5*GP7,GP5*GP8,GP6*GP6,GP6*GP7,GP6*GP8,GP7*GP7,GP7*GP8,GP8*GP8,KNO6
0,0.5946182661152617,0.5946182661152617,0.3091607413143299,0.3274127093619456,0.2835367257104512,0.5334075622504553,-0.007385847569142072,-0.1415852687840327,0.508174904409874,0.508174904409874,0.293241940185218,0.3257487885885119,0.36286581097731857,0.4833546038715318,0.3699221697181155,-0.044197199442875944,0.508174904409874,0.293241940185218,0.3257487885885119,0.36286581097731857,0.4833546038715318,0.3699221697181155,-0.044197199442875944,0.26537635824739536,0.2109476330345597,0.09489551480667241,0.2699361977945197,0.16970877810845075,-0.08639481068559367,0.20868881369505796,0.21551855820680937,0.30185823704336734,0.1374818199856894,-0.10297110457020565,0.22477331208118484,0.33123115018232796,0.205332136258471,0.10664864401914155,0.4831583543600643,0.3324258976644927,-0.0814688652629234,-0.12286951814451622,-0.1468919192155249,-0.1415852687840327,0.9999999999999998
