,GEN1,GEN2,GEN3,GEN1*GEN1,GEN1*GEN2,GEN1*GEN3,GEN2*GEN2,GEN2*GEN3,GEN3*GEN3,TASKG
0,0.08903453738274925,-0.07551568698336035,0.1907587344211814,0.08903453738274925,0.0800726232241224,0.06507521460208306,0.03839376724508472,0.08723122396987351,0.13564220511928612,1.0
