,EDU4,EDU1,EDU2,EDU3,EDU4*EDU4,EDU4*EDU1,EDU4*EDU2,EDU4*EDU3,EDU1*EDU1,EDU1*EDU2,EDU1*EDU3,EDU2*EDU2,EDU2*EDU3,EDU3*EDU3,TA4
0,-0.11952286093343938,0.22019328759761356,-0.4525062483125561,-0.31408796921957693,-0.1815137266083007,-0.10076711497963041,-0.34489610595629955,-0.27007032332272635,0.23558976269927467,-0.17734039452029013,-0.0980635318501392,-0.4483696648043609,-0.4033099259157172,-0.34133288568603376,0.9999999999999999
