,RACE1,RACE2,RACE3,RACE1*RACE1,RACE1*RACE2,RACE1*RACE3,RACE2*RACE2,RACE2*RACE3,RACE3*RACE3,TA5
0,0.03719197492869481,0.12346335339349257,0.31813394342035917,0.21875000000000003,0.18593176775241807,0.2709452982611259,0.13951031878800524,0.23947740861619254,0.2866873214162351,1.0
