,GEN1,GEN2,GEN3,GEN1*GEN1,GEN1*GEN2,GEN1*GEN3,GEN2*GEN2,GEN2*GEN3,GEN3*GEN3,PEERW
0,0.047529318789335875,0.2271935637796228,-0.19006737080650485,0.047529318789335875,0.17948378914336416,-0.1276983964207143,0.2644661050554912,-0.0040653429625810596,-0.23681011532168028,1.0
