,PEER1,PEER2,PEER3,PEER4,PEER5,PEER6,PEER1*PEER1,PEER1*PEER2,PEER1*PEER3,PEER1*PEER4,PEER1*PEER5,PEER1*PEER6,PEER2*PEER2,PEER2*PEER3,PEER2*PEER4,PEER2*PEER5,PEER2*PEER6,PEER3*PEER3,PEER3*PEER4,PEER3*PEER5,PEER3*PEER6,PEER4*PEER4,PEER4*PEER5,PEER4*PEER6,PEER5*PEER5,PEER5*PEER6,PEER6*PEER6,TASKG
0,0.26460981779439635,0.14923249360698765,-0.043035638851619894,0.20688417942190293,-0.03893805987383739,0.1256837377335324,0.2779555263660273,0.020707884164064536,0.18963793892344374,0.2671219054544306,0.18820062272354732,0.13764524936071298,0.028260260226619816,0.1072915533478488,0.27973165253552934,0.10983525664955068,0.31490189300359506,-0.06064512126079925,0.03710669337272424,-0.16221771554179215,0.06608763214317867,0.222901584604302,0.21319949291687335,0.13076336109084072,0.0373081234017469,-0.08158450640232598,0.13736056394868906,1.0
