,KNO1,KNO2,KNO3,KNO4,KNO5,KNO1*KNO1,KNO1*KNO2,KNO1*KNO3,KNO1*KNO4,KNO1*KNO5,KNO2*KNO2,KNO2*KNO3,KNO2*KNO4,KNO2*KNO5,KNO3*KNO3,KNO3*KNO4,KNO3*KNO5,KNO4*KNO4,KNO4*KNO5,KNO5*KNO5,KNO6
0,-0.20572938091578866,-0.0032178470178189133,0.10078518872412562,0.6240459760510197,0.1468325264211781,-0.20572938091578866,-0.0032178470178189133,-0.1378653639150648,0.17334027061251178,-0.38429138428281506,-0.0032178470178189133,-0.00321784701781895,,-0.0032178470178189133,0.05264831620467586,0.49949081923010386,0.1169775921585257,0.6779696275299598,0.39100524136377157,0.15344957804669515,0.9999999999999998
