,RACE1,RACE2,RACE3,RACE1*RACE1,RACE1*RACE2,RACE1*RACE3,RACE2*RACE2,RACE2*RACE3,RACE3*RACE3,PEERC
0,-0.07573686329255885,0.13808507702557127,0.21690765875562468,-0.10411072323262807,-0.0522244248621647,-0.04363584073066156,0.08686139285862006,0.07322043009659965,0.1552486913826948,1.0
