,TASK1,TASK2,TASK3,TASK4,TASK5,TASK6,TASK1*TASK1,TASK1*TASK2,TASK1*TASK3,TASK1*TASK4,TASK1*TASK5,TASK1*TASK6,TASK2*TASK2,TASK2*TASK3,TASK2*TASK4,TASK2*TASK5,TASK2*TASK6,TASK3*TASK3,TASK3*TASK4,TASK3*TASK5,TASK3*TASK6,TASK4*TASK4,TASK4*TASK5,TASK4*TASK6,TASK5*TASK5,TASK5*TASK6,TASK6*TASK6,TA5
0,0.5547740331901119,0.1740776559556978,-0.19325123652854312,0.026958193300859638,0.3034027327939064,-0.09851341054817485,0.48267093059975796,0.32392205341523395,0.210492285642051,0.218179767273182,0.2933320048476565,0.3288666784292229,0.06880145551018717,-0.0010845400131153315,0.06249046543906827,0.195636843803482,-0.035897907930886895,-0.2132386760668265,-0.12065291249547114,0.18196627180028527,-0.1178511301977579,0.1273865909775481,0.14759731330813688,-0.04193832599657041,0.2345088235604828,0.2623810346885148,-0.18485087023249352,1.0
