,WEIP1,WEIP2,WEIP3,WEIP4,WEIP5,WEIP6,WEIP7,WEIP8,WEIP9,WEIP10,WEIP11,WEIP12,WEIP13,WEIP14,WEIP15,WEIP16,WEIP1*WEIP1,WEIP1*WEIP2,WEIP1*WEIP3,WEIP1*WEIP4,WEIP1*WEIP5,WEIP1*WEIP6,WEIP1*WEIP7,WEIP1*WEIP8,WEIP1*WEIP9,WEIP1*WEIP10,WEIP1*WEIP11,WEIP1*WEIP12,WEIP1*WEIP13,WEIP1*WEIP14,WEIP1*WEIP15,WEIP1*WEIP16,WEIP2*WEIP2,WEIP2*WEIP3,WEIP2*WEIP4,WEIP2*WEIP5,WEIP2*WEIP6,WEIP2*WEIP7,WEIP2*WEIP8,WEIP2*WEIP9,WEIP2*WEIP10,WEIP2*WEIP11,WEIP2*WEIP12,WEIP2*WEIP13,WEIP2*WEIP14,WEIP2*WEIP15,WEIP2*WEIP16,WEIP3*WEIP3,WEIP3*WEIP4,WEIP3*WEIP5,WEIP3*WEIP6,WEIP3*WEIP7,WEIP3*WEIP8,WEIP3*WEIP9,WEIP3*WEIP10,WEIP3*WEIP11,WEIP3*WEIP12,WEIP3*WEIP13,WEIP3*WEIP14,WEIP3*WEIP15,WEIP3*WEIP16,WEIP4*WEIP4,WEIP4*WEIP5,WEIP4*WEIP6,WEIP4*WEIP7,WEIP4*WEIP8,WEIP4*WEIP9,WEIP4*WEIP10,WEIP4*WEIP11,WEIP4*WEIP12,WEIP4*WEIP13,WEIP4*WEIP14,WEIP4*WEIP15,WEIP4*WEIP16,WEIP5*WEIP5,WEIP5*WEIP6,WEIP5*WEIP7,WEIP5*WEIP8,WEIP5*WEIP9,WEIP5*WEIP10,WEIP5*WEIP11,WEIP5*WEIP12,WEIP5*WEIP13,WEIP5*WEIP14,WEIP5*WEIP15,WEIP5*WEIP16,WEIP6*WEIP6,WEIP6*WEIP7,WEIP6*WEIP8,WEIP6*WEIP9,WEIP6*WEIP10,WEIP6*WEIP11,WEIP6*WEIP12,WEIP6*WEIP13,WEIP6*WEIP14,WEIP6*WEIP15,WEIP6*WEIP16,WEIP7*WEIP7,WEIP7*WEIP8,WEIP7*WEIP9,WEIP7*WEIP10,WEIP7*WEIP11,WEIP7*WEIP12,WEIP7*WEIP13,WEIP7*WEIP14,WEIP7*WEIP15,WEIP7*WEIP16,WEIP8*WEIP8,WEIP8*WEIP9,WEIP8*WEIP10,WEIP8*WEIP11,WEIP8*WEIP12,WEIP8*WEIP13,WEIP8*WEIP14,WEIP8*WEIP15,WEIP8*WEIP16,WEIP9*WEIP9,WEIP9*WEIP10,WEIP9*WEIP11,WEIP9*WEIP12,WEIP9*WEIP13,WEIP9*WEIP14,WEIP9*WEIP15,WEIP9*WEIP16,WEIP10*WEIP10,WEIP10*WEIP11,WEIP10*WEIP12,WEIP10*WEIP13,WEIP10*WEIP14,WEIP10*WEIP15,WEIP10*WEIP16,WEIP11*WEIP11,WEIP11*WEIP12,WEIP11*WEIP13,WEIP11*WEIP14,WEIP11*WEIP15,WEIP11*WEIP16,WEIP12*WEIP12,WEIP12*WEIP13,WEIP12*WEIP14,WEIP12*WEIP15,WEIP12*WEIP16,WEIP13*WEIP13,WEIP13*WEIP14,WEIP13*WEIP15,WEIP13*WEIP16,WEIP14*WEIP14,WEIP14*WEIP15,WEIP14*WEIP16,WEIP15*WEIP15,WEIP15*WEIP16,WEIP16*WEIP16,PEERC
0,0.22668621240674833,0.24833777104013366,0.33483268423288637,0.18770961437512756,0.22397531430351583,0.44085868167861075,0.12263167804995287,0.006531252797894053,0.23705120429064006,0.21082501717559204,0.32076798432074405,0.420767722920314,0.08203626759509725,0.25585063047720913,0.36155557164201985,0.2113103620172223,0.1418117334236086,0.25787176647679505,0.37374636822508006,0.055014650332280805,0.10573395159039238,0.32001644991439937,0.12392071610442634,-0.04849577243711592,0.2714510680152538,0.15154399634757568,0.40830004892237864,0.367091912815154,0.0404386702663737,0.19369573249277,0.45337242481349666,0.24027095922081906,0.16070101423517175,0.45115665978584657,0.1407241845564777,0.25349855484143125,0.4069563481563405,0.2454052708016958,0.22195882583429014,0.278702635318784,0.15154399634757568,0.3461318565072294,0.30664421839431416,0.04043867026637369,0.2319671783483172,0.37356488626791096,0.17669097932640757,0.29968743635007067,0.17454287039289235,0.23653735975667955,0.37560558727687304,0.2852103730607852,0.18802766945830404,0.3352466708579264,0.2950970015370399,0.397066426860875,0.4637553874943306,0.1964649619344903,0.21329240246364264,0.3685670896155216,0.27090186659853377,0.10733443701572112,0.2249535854813036,0.28072794755058883,0.08542350243236548,-0.14339426781285375,0.08593361984382593,0.27908362940279363,0.2160253918264095,0.28227910889886804,0.11970366166095522,0.17921500237292565,0.22527706070188855,0.09040794675602089,0.23311277193771723,0.3633473585560597,0.14269284176336547,-0.08040609590279475,0.24984459499959089,0.19270518987162102,0.3095204723224887,0.31952210275057336,0.20423459605178385,0.3409273331161249,0.24150783079185068,0.2198164573538647,0.34929160275491,0.2558506304772091,1.4564138225526807e-17,0.26438848344023574,0.3631979240532896,0.3511138796931029,0.4562821298229228,0.31234421730528555,0.30479690718001856,0.4228945829322863,0.41167952979453265,0.15607668115448517,-0.04603685958917729,0.2550422823261977,0.07443754981607364,0.31600553304826307,0.2553361478874955,-0.030252143566365294,0.2301220775641726,0.23716585044879793,0.2387743296160603,-0.14194698373329667,0.08857370084363395,-0.1380735070774889,0.23211571081372812,0.11381334731768844,-0.10872522799262224,-0.018466913662057566,0.15349604984543752,0.2508472596316006,0.1364355664640945,0.2453766678897804,0.23028592384877083,0.26291184204500373,0.07134988859272924,0.09960997887443397,0.25304886708776286,0.21578231583761065,0.2600739142337658,0.2724802085045562,0.29719770030437115,0.14909215959508582,0.3652394080964096,0.1836125185869748,0.1772747625781143,0.3513916078201301,0.33028116931597307,0.17116095482272817,0.21428601692842078,0.3684944822685041,0.2915598356900975,0.4291536565014916,0.20816558803803925,0.2854168692057209,0.4243646720137625,0.2958344123215252,0.015801278716495774,0.14263269928256667,0.14091464105271606,0.08141299943640111,0.13250935682181497,0.30462216489511634,0.3157659921003479,0.33344828372197,0.20491653928344167,0.1800201257715429,1.0
