,WEIP1,WEIP2,WEIP3,WEIP4,WEIP5,WEIP6,WEIP7,WEIP8,WEIP9,WEIP10,WEIP11,WEIP12,WEIP13,WEIP14,WEIP15,WEIP16,WEIP1*WEIP1,WEIP1*WEIP2,WEIP1*WEIP3,WEIP1*WEIP4,WEIP1*WEIP5,WEIP1*WEIP6,WEIP1*WEIP7,WEIP1*WEIP8,WEIP1*WEIP9,WEIP1*WEIP10,WEIP1*WEIP11,WEIP1*WEIP12,WEIP1*WEIP13,WEIP1*WEIP14,WEIP1*WEIP15,WEIP1*WEIP16,WEIP2*WEIP2,WEIP2*WEIP3,WEIP2*WEIP4,WEIP2*WEIP5,WEIP2*WEIP6,WEIP2*WEIP7,WEIP2*WEIP8,WEIP2*WEIP9,WEIP2*WEIP10,WEIP2*WEIP11,WEIP2*WEIP12,WEIP2*WEIP13,WEIP2*WEIP14,WEIP2*WEIP15,WEIP2*WEIP16,WEIP3*WEIP3,WEIP3*WEIP4,WEIP3*WEIP5,WEIP3*WEIP6,WEIP3*WEIP7,WEIP3*WEIP8,WEIP3*WEIP9,WEIP3*WEIP10,WEIP3*WEIP11,WEIP3*WEIP12,WEIP3*WEIP13,WEIP3*WEIP14,WEIP3*WEIP15,WEIP3*WEIP16,WEIP4*WEIP4,WEIP4*WEIP5,WEIP4*WEIP6,WEIP4*WEIP7,WEIP4*WEIP8,WEIP4*WEIP9,WEIP4*WEIP10,WEIP4*WEIP11,WEIP4*WEIP12,WEIP4*WEIP13,WEIP4*WEIP14,WEIP4*WEIP15,WEIP4*WEIP16,WEIP5*WEIP5,WEIP5*WEIP6,WEIP5*WEIP7,WEIP5*WEIP8,WEIP5*WEIP9,WEIP5*WEIP10,WEIP5*WEIP11,WEIP5*WEIP12,WEIP5*WEIP13,WEIP5*WEIP14,WEIP5*WEIP15,WEIP5*WEIP16,WEIP6*WEIP6,WEIP6*WEIP7,WEIP6*WEIP8,WEIP6*WEIP9,WEIP6*WEIP10,WEIP6*WEIP11,WEIP6*WEIP12,WEIP6*WEIP13,WEIP6*WEIP14,WEIP6*WEIP15,WEIP6*WEIP16,WEIP7*WEIP7,WEIP7*WEIP8,WEIP7*WEIP9,WEIP7*WEIP10,WEIP7*WEIP11,WEIP7*WEIP12,WEIP7*WEIP13,WEIP7*WEIP14,WEIP7*WEIP15,WEIP7*WEIP16,WEIP8*WEIP8,WEIP8*WEIP9,WEIP8*WEIP10,WEIP8*WEIP11,WEIP8*WEIP12,WEIP8*WEIP13,WEIP8*WEIP14,WEIP8*WEIP15,WEIP8*WEIP16,WEIP9*WEIP9,WEIP9*WEIP10,WEIP9*WEIP11,WEIP9*WEIP12,WEIP9*WEIP13,WEIP9*WEIP14,WEIP9*WEIP15,WEIP9*WEIP16,WEIP10*WEIP10,WEIP10*WEIP11,WEIP10*WEIP12,WEIP10*WEIP13,WEIP10*WEIP14,WEIP10*WEIP15,WEIP10*WEIP16,WEIP11*WEIP11,WEIP11*WEIP12,WEIP11*WEIP13,WEIP11*WEIP14,WEIP11*WEIP15,WEIP11*WEIP16,WEIP12*WEIP12,WEIP12*WEIP13,WEIP12*WEIP14,WEIP12*WEIP15,WEIP12*WEIP16,WEIP13*WEIP13,WEIP13*WEIP14,WEIP13*WEIP15,WEIP13*WEIP16,WEIP14*WEIP14,WEIP14*WEIP15,WEIP14*WEIP16,WEIP15*WEIP15,WEIP15*WEIP16,WEIP16*WEIP16,TASKM
0,0.19723301465263238,0.3125945235196129,0.3302891295379083,0.03984095364447985,-0.45755583772122116,-0.2538809198667608,-0.22981809768747843,-0.11644450194791642,-0.0763358829059275,-0.24569878505313905,-0.010163945352271754,0.019881069312188554,-0.2160673109772235,-0.24206145913796356,0.4526586194738506,0.41930103286825277,0.12379985494583498,0.21796836071818487,0.28365877930317784,0.11533253431125506,-0.42266696192606823,-0.1309018308640234,-0.2004459314343183,-0.13458741566390903,-0.17046683585154382,-0.2767010074863589,-0.04166141864514996,-0.04179157566743259,-0.16250668163222032,-0.24333029216596952,0.3321819194149598,0.38948048482155373,0.2537639486787842,0.2684591449364316,0.20364134317647212,-0.3843971826507717,-0.07432734067238357,-0.13113657230245918,-0.013999751117747941,-0.09608443452840539,-0.16657125326293243,0.0196116135138184,0.07633588290592755,0.010066785587836698,-0.15218989685876766,0.3516926891403821,0.40265597885434773,0.28546655097600954,0.3283906822141303,-0.29458249464937014,-0.04484332208092107,-0.04145350399116422,0.07674257668936503,0.01023467651428,-0.2483447742626233,0.0020358198187014733,0.10490679092703535,0.037529331252040075,-0.09552364746661364,0.35600049099391984,0.42961846915709584,0.016951587590520345,-0.45817096691151776,-0.22883813053312518,-0.3646942471981069,-0.1342188730482898,-0.2111244906471777,-0.4146442144313647,-0.04120975603672364,-0.10551155694678278,-0.1973380543440816,-0.3505515563496773,0.259480707404665,0.4227754075191131,-0.4430546166839128,-0.46230786496151777,-0.34606485876158144,-0.22314622713173446,-0.21534934119561994,-0.43756624111603076,-0.30396140205073996,-0.4134702091018853,-0.45181087250765567,-0.4590405894975259,-0.2691124117312007,-0.2502206089234379,-0.3420162757497842,-0.2904737509655562,-0.17541160386140586,-0.29460834532474844,-0.39090853406104586,-0.22163098745215662,-0.33547097271172793,-0.44774599064044684,-0.4086926153021329,-0.08341681760143432,0.027524094128159017,-0.17003433578904648,-0.18382112141525672,-0.13160655460639759,-0.27024288002442276,-0.16296706901290162,-0.3472833746336249,-0.5281232255962063,-0.3607843715173264,-0.04256764651717698,-0.06139995431566539,-0.24794476842057891,-0.17580538742193122,-0.2967212130281042,-0.030429030972509232,-0.269319317422353,-0.3077453609840566,-0.2716256390786372,0.04132529353976818,-0.01477635311413851,-0.15806323278322804,-0.10989268276459647,-0.17007728258436536,-0.16668580066209943,-0.28060676663315687,-0.3226211520277259,0.041602514716892205,0.07519753694449972,-0.17603591176306319,-0.21746915119951307,-0.13316335406393787,-0.3899125517897536,-0.22665206867015714,-0.14930241722890167,-0.17326994217970396,-0.1099342702098769,-0.11992074446116636,-0.15812228594643185,-0.24439745014292533,0.03633239743601123,0.1475575167447902,0.06558258357839537,-0.13638576206962114,-0.19136706295793404,0.1216421008193394,0.24681667469324392,-0.25354627641855493,-0.36904272582951675,0.028988551782622458,0.21374789840405972,-0.2790762584701368,-0.1558829519784032,-0.07383556120673646,0.37707804141600576,0.4252246628966949,0.3729285664572989,0.9999999999999999
