,AGE1,AGE2,AGE3,AGE1*AGE1,AGE1*AGE2,AGE1*AGE3,AGE2*AGE2,AGE2*AGE3,AGE3*AGE3,TASKM
0,0.3314204686301483,-0.10762167298757386,0.19129258532646526,0.1717563218120282,0.044765028082532174,0.15973742361029564,-0.10877651017759415,0.07915666567157051,0.1259885565538507,0.9999999999999999
